schemaVersion,runId,globalIteration,featureProfile,candidateId,modelKind,hiddenUnits,epoch,trainingLoss,validationAccuracy,validationBalancedAccuracy,validationMacroF1,validationLogLoss,elapsedMillis,featureSelectionId,featureSelectionName
1,training-1788865371102-bundled-10k-all-feature-profiles,1,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,1,0.6612273741425259,0.688,0.3333333333333333,0.2717219589257504,0.7971627316311657,106,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,2,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,2,0.5285740309547019,0.688,0.3333333333333333,0.2717219589257504,0.8253238046087211,145,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,3,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,3,0.5027180370306515,0.688,0.3333333333333333,0.2717219589257504,0.8134656009613184,162,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,4,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,4,0.4687379826608864,0.688,0.3333333333333333,0.2717219589257504,0.8152363671654921,178,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,5,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,5,0.43636770330698466,0.688,0.3333333333333333,0.2717219589257504,0.8228360094955324,194,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,6,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,6,0.40428189284046095,0.688,0.3333333333333333,0.2717219589257504,0.8052505445921379,210,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,7,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,7,0.37902214411131524,0.688,0.3333333333333333,0.2717219589257504,0.7767402309152063,226,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,8,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,8,0.353428297019231,0.688,0.3333333333333333,0.2717219589257504,0.8030798916739672,242,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,9,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,9,0.33761470315922015,0.688,0.3333333333333333,0.2720442862791617,0.7734045327089855,258,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,10,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,10,0.32826419134793194,0.703,0.35798541170725756,0.3235035492348881,0.7495654814190077,279,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,11,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,11,0.3132960492341151,0.71,0.372966642251114,0.35100411132194814,0.743536767717212,295,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,12,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,12,0.30608203398915373,0.729,0.40949078312885306,0.40465108913121134,0.7452303558666935,311,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,13,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,13,0.30007421754623553,0.709,0.3757935054629799,0.35663018906699545,0.7698967986284213,326,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,14,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,14,0.29284780931170556,0.718,0.39588292742476955,0.38700115296686616,0.7596650509499728,342,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,15,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,15,0.2915474996379219,0.782,0.5071911432582555,0.4987631416202845,0.7585694693039682,357,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,16,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,16,0.29220015385739667,0.735,0.42315967771470425,0.4206586199562215,0.7703297469075854,373,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,17,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,17,0.2819218805477823,0.756,0.4631363303424281,0.4615461809224781,0.7893242982951999,388,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,18,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,18,0.2792903921113758,0.738,0.42626884575474583,0.4243710775923549,0.7965867909423748,403,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,19,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,19,0.2778607561372083,0.732,0.4142556308368431,0.4103353582424898,0.8303225795624353,418,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,20,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,20,0.2741663287824502,0.758,0.456654764084722,0.45658826139555525,0.7750902451046711,433,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,21,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,21,0.2700653743411422,0.764,0.47860205701031555,0.47505071073498195,0.8117333987163542,450,baseline_kinematics,Baseline kinematics · 108
1,training-1788865371102-bundled-10k-all-feature-profiles,22,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,1,0.666408819568101,0.585,0.4705220350363182,0.39652994449250367,0.8482972419404733,22,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,23,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,2,0.38732160473222743,0.625,0.4841070011597388,0.41979428767407884,0.8429469803173001,42,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,24,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,3,0.3425161872267383,0.648,0.49276689251052924,0.43326254535725633,0.8050226545338756,60,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,25,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,4,0.3158810929634224,0.617,0.49927134834889825,0.41878669275929553,0.8980701093996717,79,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,26,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,5,0.29650409408428824,0.651,0.5074658182262101,0.43822059858903534,0.822762087667488,100,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,27,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,6,0.27790175341571066,0.648,0.5084958493560398,0.4368976407302732,0.8088184741086055,119,context_enhanced,Context enhanced · 130
1,training-1788865371102-bundled-10k-all-feature-profiles,28,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,7,0.2633323557938534,0.671,0.5229506195446499,0.4517663860272663,0.8032576974098614,137,context_enhanced,Context enhanced · 130
