profile,rows,best_epoch,parameters,raw_success,hybrid_success,baseline_success,pipeline_success,raw_median_m,raw_p95_m,refined_median_m,baseline_median_m,refined_iterations,pipeline_iterations,baseline_iterations,error_avoided_percent,iteration_savings_percent,inference_ns,training_ms,peak_heap_mib,model_path
KINEMATICS_108,100000,1,7626,0.0,0.628,1.0,1.0,1.4420458665551288,2.4715348769492183,9.375071818888134E-7,1.2283222573057052E-7,235.97,284.336,119.484,99.99996565065055,-137.96993739747586,51084.094,8675,329.9849853515625,./app/app/audit-artifacts/mathematical-stability-2026-09-08/training-100k-post-audit/models/20260908-111636-benchmark-kinematics-108.rkl-micron
PHYSICS_CONTEXT_361,100000,12,23818,0.0,0.916,1.0,1.0,1.048557922657054,2.0706129525698365,1.305522317295095E-7,1.2283222573057052E-7,97.318,114.002,119.484,99.99996826899763,4.5880619999330445,277600.346,20699,508.4858627319336,./app/app/audit-artifacts/mathematical-stability-2026-09-08/training-100k-post-audit/models/20260908-111645-benchmark-physics-context-361.rkl-micron
