seed,model,stage,stage_label,feature_count,train_rows,validation_rows,test_rows,held_out_robot,accuracy,balanced_accuracy,macro_f1,reachable_macro_f1,reachable_test_rows,log_loss,fit_seconds,inference_seconds
101,Logistic regression,baseline,Baseline,108,4902,1051,1047,,0.5663801337153773,0.6575764006791172,0.5956122209071059,0.6950901132602851,672,0.7943919965945991,0.024266041989903897,0.0004604579880833626
101,MLP-24,baseline,Baseline,108,4902,1051,1047,,0.8510028653295129,0.8674043188299655,0.8534169504616789,0.8072091457302459,672,0.33872298665158534,0.5374835840193555,0.0004229999613016844
101,Logistic regression,context_10,+10 difficulty/reach,118,4902,1051,1047,,0.7870105062082139,0.8119576495000943,0.8052720466614435,0.7070648370474735,672,0.4538699148387617,0.09113133401842788,0.00035858299816027284
101,MLP-24,context_10,+10 difficulty/reach,118,4902,1051,1047,,0.8815663801337154,0.8926853423882286,0.8779656611177676,0.8248654251089503,672,0.2771647087477531,0.8829141660244204,0.00044450000859797
101,Logistic regression,context_20,+20 geometry/state,128,4902,1051,1047,,0.7812798471824259,0.8040380838243616,0.798840579710145,0.7046466735820114,672,0.43837415501092974,0.11390108295017853,0.0003545419895090163
101,MLP-24,context_20,+20 geometry/state,128,4902,1051,1047,,0.8796561604584527,0.8853296270404031,0.8766861816905717,0.8275117072990202,672,0.35548477443242826,1.0288348330068402,0.0004502919618971646
101,Logistic regression,context_22,+22 full context,130,4902,1051,1047,,0.8233046800382043,0.8457158471764484,0.83512144143591,0.737844240923326,672,0.35740437638119504,0.10381374997086823,0.0005210840026848018
101,MLP-24,context_22,+22 full context,130,4902,1051,1047,,0.8939828080229226,0.8921187178889666,0.8893952490620908,0.8419706865303646,672,0.2521347677232875,0.5255088330013677,0.0004575409693643451
102,Logistic regression,baseline,Baseline,108,4916,1036,1048,,0.5877862595419847,0.6759905703232904,0.6184515396353255,0.7072295998541845,691,0.730225712948795,0.019387459033168852,0.0003777500241994858
102,MLP-24,baseline,Baseline,108,4916,1036,1048,,0.8291984732824428,0.8534546364743374,0.8366380314379102,0.7864105248464545,691,0.4102528338235803,0.5972251250059344,0.0004634999786503613
102,Logistic regression,context_10,+10 difficulty/reach,118,4916,1036,1048,,0.7643129770992366,0.8045780352831127,0.7882672675605252,0.6810433170094011,691,0.481085755677105,0.09722733398666605,0.00032887497218325734
102,MLP-24,context_10,+10 difficulty/reach,118,4916,1036,1048,,0.8664122137404581,0.8943604241897631,0.8712552323617665,0.8055514742160216,691,0.2959144175975097,0.4732851670123637,0.0004330840311013162
102,Logistic regression,context_20,+20 geometry/state,128,4916,1036,1048,,0.7633587786259542,0.8000038524710034,0.7862144437517022,0.6853627150827085,691,0.4782538929643698,0.11059504200238734,0.00043191597796976566
102,MLP-24,context_20,+20 geometry/state,128,4916,1036,1048,,0.8959923664122137,0.9038709624394272,0.891736848302828,0.8502257799671593,691,0.2583642405671253,0.6275930000119843,0.0005170840304344893
102,Logistic regression,context_22,+22 full context,130,4916,1036,1048,,0.8263358778625954,0.8598449280605195,0.8400895400895401,0.7397844632240448,691,0.358595416116989,0.11328058398794383,0.00037650001468136907
102,MLP-24,context_22,+22 full context,130,4916,1036,1048,,0.8883587786259542,0.8923276935621387,0.8844806683003027,0.8431957694386987,691,0.2550554910347324,0.614474166999571,0.00044066598638892174
103,Logistic regression,baseline,Baseline,108,4915,1027,1058,,0.6096408317580341,0.6907916927717098,0.6427361935697565,0.7362996031746031,702,0.7374077568257851,0.02243312500650063,0.0003270410234108567
