schemaVersion,runId,globalIteration,featureProfile,candidateId,modelKind,hiddenUnits,epoch,trainingLoss,validationAccuracy,validationBalancedAccuracy,validationMacroF1,validationLogLoss,elapsedMillis,featureSelectionId,featureSelectionName
1,training-1788865198938-bundled-1k-all-feature-profiles,1,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,1,1.0329024046317714,0.7,0.3333333333333333,0.2745098039215686,0.8309675446400224,45,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,2,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,2,0.7376642879358809,0.7,0.3333333333333333,0.2745098039215686,0.7984956127001089,63,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,3,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,3,0.6681987358222798,0.7,0.3333333333333333,0.2745098039215686,0.7488201115115716,71,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,4,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,4,0.6178241212342399,0.7,0.3333333333333333,0.2745098039215686,0.7176076685784878,77,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,5,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,5,0.5790479001479011,0.7,0.3333333333333333,0.2745098039215686,0.7010655271378728,81,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,6,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,6,0.5473332396428158,0.7,0.3333333333333333,0.2745098039215686,0.6911844731593177,84,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,7,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,7,0.5306165172400835,0.7,0.3333333333333333,0.2745098039215686,0.7034892363779356,87,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,8,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,8,0.5251351293934251,0.7,0.3333333333333333,0.2745098039215686,0.7222029210018508,89,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,9,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,9,0.5151864587461726,0.7,0.3333333333333333,0.2745098039215686,0.7374920036104615,92,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,10,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,10,0.5155971595142598,0.7,0.3333333333333333,0.2745098039215686,0.7316485434933024,94,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,11,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,11,0.5037125015063163,0.7,0.3333333333333333,0.2745098039215686,0.71909897088664,97,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,12,BASELINE_KINEMATICS,compact-mlp-32,COMPACT_MLP,32,12,0.4976811152264724,0.7,0.3333333333333333,0.2745098039215686,0.7092891755233053,100,baseline_kinematics,Baseline kinematics · 108
1,training-1788865198938-bundled-1k-all-feature-profiles,13,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,1,1.3664286895355409,0.09,0.40952380952380946,0.11241045012874523,1.3937848055851036,4,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,14,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,2,0.7727398213811651,0.26,0.4071428571428572,0.2245539264509454,1.3175611714029165,7,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,15,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,3,0.643951786778855,0.36,0.35000000000000003,0.23584603902335002,1.2019645862114694,9,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,16,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,4,0.570113021915584,0.5,0.4166666666666667,0.33673469387755106,1.0523586450692874,12,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,17,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,5,0.5078743837343651,0.56,0.4238095238095238,0.3727865796831314,0.9153514845298943,15,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,18,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,6,0.45838074326851674,0.6,0.42857142857142855,0.3928660071623586,0.8165909028003614,18,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,19,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,7,0.42626948203096554,0.66,0.45714285714285713,0.4279817351598174,0.7592485747976457,20,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,20,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,8,0.4006356718475341,0.6,0.42857142857142855,0.3928660071623586,0.7641887441749283,23,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,21,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,9,0.38177025876814547,0.63,0.46428571428571425,0.41687692738996357,0.7844131931522105,26,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,22,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,10,0.3725688892845598,0.64,0.469047619047619,0.42291864514086736,0.7796359057663751,28,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,23,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,11,0.35852711289048766,0.64,0.44761904761904764,0.41626016260162607,0.7244754001380957,31,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,24,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,12,0.34394781664487867,0.69,0.45714285714285713,0.4393939393939394,0.6779608017061176,33,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,25,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,13,0.3394287500594836,0.71,0.4666666666666666,0.451181592039801,0.6716787919332482,37,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,26,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,14,0.32949452942117285,0.64,0.4404761904761905,0.41351598173515985,0.7214297683680924,39,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,27,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,15,0.3237095449602019,0.66,0.47142857142857136,0.4324786324786325,0.772430250073842,42,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,28,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,16,0.31981260802450806,0.65,0.4595238095238095,0.4242424242424243,0.7407602662138814,45,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,29,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,17,0.313861087721449,0.69,0.46428571428571425,0.44197281204359057,0.6927788400786693,47,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,30,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,18,0.3124860514669256,0.71,0.4666666666666666,0.4522045855379188,0.6525941938788384,50,context_enhanced,Context enhanced · 130
1,training-1788865198938-bundled-1k-all-feature-profiles,31,CONTEXT_ENHANCED,compact-mlp-32,COMPACT_MLP,32,19,0.31148329101217437,0.72,0.4785714285714286,0.46053595527279745,0.6689592050705222,53,context_enhanced,Context enhanced · 130
