seed,model,stage,stage_label,feature_count,train_rows,validation_rows,test_rows,held_out_robot,accuracy,balanced_accuracy,macro_f1,reachable_macro_f1,reachable_test_rows,log_loss,fit_seconds,inference_seconds
101,Logistic regression,baseline,Baseline,108,4221,900,879,,0.5745164960182025,0.6619048093704952,0.6033496659231737,0.6891302826877809,563,0.7931980522149198,0.02786108397413045,0.00045487500028684735
101,MLP-24,baseline,Baseline,108,4221,900,879,,0.8339021615472128,0.8579284909741535,0.8361464004235314,0.7851470489265765,563,0.37205925273801177,0.855001124960836,0.0004403339698910713
101,Logistic regression,context_10,+10 difficulty/reach,118,4221,900,879,,0.7849829351535836,0.8103063296030014,0.8021283807399807,0.7040840839927015,563,0.4509771332048119,0.08091883297311142,0.00037812499795109034
101,MLP-24,context_10,+10 difficulty/reach,118,4221,900,879,,0.8668941979522184,0.8792686479813061,0.8654338983784252,0.8001967966121954,563,0.28431868899451845,0.4424211669829674,0.0004060409846715629
101,Logistic regression,context_20,+20 geometry/state,128,4221,900,879,,0.7906712172923777,0.815281365000572,0.8063698413283906,0.7144544543408546,563,0.4330158573623508,0.08826270798454061,0.0003303330158814788
101,MLP-24,context_20,+20 geometry/state,128,4221,900,879,,0.8464163822525598,0.8643610281647423,0.851094733070846,0.7814780324470246,563,0.3446005510766275,0.23925862496253103,0.0003958329907618463
101,Logistic regression,context_22,+22 full context,130,4221,900,879,,0.825938566552901,0.8517812038544074,0.8367587348579111,0.7360473303134377,563,0.3535732553805861,0.0988355420413427,0.0003171669668518007
101,MLP-24,context_22,+22 full context,130,4221,900,879,,0.8873720136518771,0.8955641658395762,0.8837276929539429,0.831293734581951,563,0.28076238558186933,0.7841796670109034,0.00040783302392810583
102,Logistic regression,baseline,Baseline,108,4228,895,877,,0.5974914481185861,0.68075908213568,0.6274451734790268,0.711532892456065,574,0.7334418481281055,0.0327198330196552,0.00029229099163785577
102,MLP-24,baseline,Baseline,108,4228,895,877,,0.82212086659065,0.8527174950642666,0.8359092475142282,0.7788208746728807,574,0.41066446829673053,0.44573924998985603,0.00037054100539535284
102,Logistic regression,context_10,+10 difficulty/reach,118,4228,895,877,,0.766248574686431,0.8064849301493026,0.7902663417395906,0.677478007014244,574,0.48787330948859753,0.07124362501781434,0.0003844579914584756
102,MLP-24,context_10,+10 difficulty/reach,118,4228,895,877,,0.8779931584948689,0.887415728353126,0.8790379552983909,0.821046514276075,574,0.2669815541250256,0.6846426249830984,0.00038583396235480905
102,Logistic regression,context_20,+20 geometry/state,128,4228,895,877,,0.7594070695553021,0.7960572622322868,0.7819344751113992,0.6814563184740382,574,0.48515089059281286,0.10051766701508313,0.00038379098987206817
102,MLP-24,context_20,+20 geometry/state,128,4228,895,877,,0.87115165336374,0.8863990059008087,0.8756699832284864,0.8150150150150152,574,0.28099185036707996,0.36070245801238343,0.0004057500045746565
102,Logistic regression,context_22,+22 full context,130,4228,895,877,,0.8278221208665907,0.8585140159378114,0.8409005723408248,0.743130876125545,574,0.3600575196438622,0.10112700000172481,0.0003067500074394047
102,MLP-24,context_22,+22 full context,130,4228,895,877,,0.8745724059293044,0.8925173288660669,0.8758840908345423,0.8147098415911879,574,0.28591329013530425,0.3715090000187047,0.00038404198130592704
103,Logistic regression,baseline,Baseline,108,4199,881,920,,0.6097826086956522,0.69291575983088,0.6449735162970457,0.7454528762002219,605,0.7395006701560665,0.02589058398734778,0.0003537499578669667
