trialIndex,cohort,scenario,seed,linkCount,jointMode,targetX,targetY,targetZ,branch,reportedConverged,validatedSuccess,status,detailCode,iterations,stateFinite,jointLimitsValid,independentResidualMeters,nonFiniteEncountered,unsafeSuccess,exceptionContained,contaminatingTrainingCandidate,backtrackingRetryCount,seedConditionNumber,durationNanos,jointValues
15,VALID_CAMPAIGN,MICRO_MOTION,5782719745957804998,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,1.32704513687,false,false,false,true,0,NaN,390708,409.698599638|-651.348363550|-3.14159324177
16,VALID_CAMPAIGN,UNIFORM,3590296424955264527,3,AUTO,-0.594534246874,-0.903684284368,0.116360494606,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,60,true,true,1.17591730407e-10,false,false,false,false,0,58.1724000139,124792,-1.59986118684|-0.815452457509|-0.142724958849
16,VALID_CAMPAIGN,UNIFORM,3590296424955264527,3,AUTO,-0.594534246874,-0.903684284368,0.116360494606,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,1.31582144083,false,false,false,true,0,NaN,412292,358.199372069|293.850715738|-2.99893904366
17,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,4969417464852126056,3,AUTO,-0.459095454863,-0.145846762073,0.298209743404,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,36,true,true,7.43999201213e-07,false,false,false,false,0,6.81879669370,105542,-1.29564891937|-2.23670483020|0.467311935961
17,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,4969417464852126056,3,AUTO,-0.459095454863,-0.145846762073,0.298209743404,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,11,true,false,5.90998067844e-09,false,true,false,true,0,NaN,6583,368.181539686|275.205188854|-3.60890462104
18,VALID_CAMPAIGN,NEAR_SINGULARITY,3320242385357998138,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,93,true,true,1.51660814101e-08,false,false,false,false,0,3.22653561821,258167,3.35107384601e-07|-5.08955799328e-07|5.34856128270e-08
18,VALID_CAMPAIGN,NEAR_SINGULARITY,3320242385357998138,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,0.639024334963,false,false,false,true,0,NaN,464333,182.094155456|584.257270050|-3.14159273055
19,VALID_CAMPAIGN,MICRO_MOTION,-499498781294584523,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,1,true,true,4.50456027178e-07,false,false,false,false,0,NaN,16417,3.35107384601e-07|-5.08955799328e-07|5.34856128270e-08
19,VALID_CAMPAIGN,MICRO_MOTION,-499498781294584523,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,1.29996421689,false,false,false,true,0,NaN,405875,252.993032815|757.996920333|-3.14159324147
20,VALID_CAMPAIGN,UNIFORM,-8220147861460144864,3,AUTO,-0.417926529549,-0.428901630020,-0.0804777274741,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,75,true,true,5.40802762818e-08,false,false,false,false,0,58.1723643222,209083,-1.20292813292|-1.86048199453|-0.900802833640
20,VALID_CAMPAIGN,UNIFORM,-8220147861460144864,3,AUTO,-0.417926529549,-0.428901630020,-0.0804777274741,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,11,true,false,1.58222522298e-08,false,true,false,true,0,NaN,5709,267.463928290|680.235468744|-14.8071604011
21,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,7812202193043022441,3,AUTO,-0.348352552625,0.0303650801085,0.298209743404,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,120,true,true,0.0947489564245,false,false,false,false,0,5.26027022563,327875,-1.35565096824|-2.37713844122|0.467471365197
21,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,7812202193043022441,3,AUTO,-0.348352552625,0.0303650801085,0.298209743404,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,8,true,false,1.82486054017e-07,false,true,false,true,0,NaN,3709,266.861477762|682.083320635|-16.1752755022
22,VALID_CAMPAIGN,NEAR_SINGULARITY,-7241813135053749375,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,95,true,true,4.44299463057e-09,false,false,false,false,0,3.19605673026,247958,1.42609119851e-07|-1.82714985323e-07|5.34856142366e-08
22,VALID_CAMPAIGN,NEAR_SINGULARITY,-7241813135053749375,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,0.960626166428,false,false,false,true,0,NaN,381875,-62.0822743023|1687.98612561|-15.7079633200
23,VALID_CAMPAIGN,MICRO_MOTION,6092004558624546573,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,1,true,true,4.50595771935e-07,false,false,false,false,0,NaN,7250,1.42609119851e-07|-1.82714985323e-07|5.34856142366e-08
23,VALID_CAMPAIGN,MICRO_MOTION,6092004558624546573,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,1.57898633370,false,false,false,true,0,NaN,381041,-191.987671015|2033.99514965|-15.7079638564
24,VALID_CAMPAIGN,UNIFORM,2611564180659272591,3,AUTO,0.924154398567,-0.248163811484,-0.137889027042,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,40,true,true,6.48847249547e-09,false,false,false,false,0,58.1725332133,74167,-0.0625984083606|-0.238513798566|-1.32919080966
24,VALID_CAMPAIGN,UNIFORM,2611564180659272591,3,AUTO,0.924154398567,-0.248163811484,-0.137889027042,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,144,true,false,6.62566692465e-07,false,true,false,true,0,NaN,67750,-232.540441013|2085.77898042|-13.8955529504
25,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-260038361503877371,3,AUTO,-0.348352552625,0.0303650801085,0.0217902565965,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,128,true,true,1.77207029939e-08,false,false,false,false,0,63.2760691638,337208,-3.14159265359|-2.37713844122|-2.67428074637
25,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-260038361503877371,3,AUTO,-0.348352552625,0.0303650801085,0.0217902565965,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,14,true,false,1.29308801524e-07,false,true,false,true,0,NaN,7334,-208.727380548|2039.52937213|-13.0336826208
26,VALID_CAMPAIGN,NEAR_SINGULARITY,6618318827436888343,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,382,true,true,1.24327554849,false,false,false,false,0,13.0508586084,611042,-3.14159265359|-2.37713844122|-9.08022957378e-05
26,VALID_CAMPAIGN,NEAR_SINGULARITY,6618318827436888343,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,13,true,false,7.28527559851e-07,false,true,false,true,0,NaN,6750,-226.194657917|2067.16794385|-12.5663705609
27,VALID_CAMPAIGN,MICRO_MOTION,9192809167021273517,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,13,true,true,1.24327538632,false,false,false,false,0,2.59062078878,33792,-3.14159265359|-2.37713844122|-6.28205641456e-05
27,VALID_CAMPAIGN,MICRO_MOTION,9192809167021273517,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,1,true,false,8.42257289575e-07,false,true,false,true,0,NaN,417,-226.194657917|2067.16794385|-12.5663705609
28,VALID_CAMPAIGN,UNIFORM,-8963662462277581757,3,AUTO,-0.148976848217,-0.728408128451,0.422888143870,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,68,true,true,4.98682161271e-10,false,false,false,false,0,2.59062072632,180709,-0.909485707937|-1.45040959505|1.02916999800
28,VALID_CAMPAIGN,UNIFORM,-8963662462277581757,3,AUTO,-0.148976848217,-0.728408128451,0.422888143870,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,1.15569147977,false,false,false,true,0,NaN,332083,-201.426019093|2025.62544786|-11.5357835822
29,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-1103448801664674602,3,AUTO,-0.459095473190,-0.145846704381,0.0217902565965,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,41,true,true,4.84484951658e-08,false,false,false,false,0,8.06903506494,112958,-1.29564807919|-2.23670440467|-0.467311936375
29,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-1103448801664674602,3,AUTO,-0.459095473190,-0.145846704381,0.0217902565965,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,12,true,false,5.46604175056e-09,false,true,false,true,0,NaN,5667,-196.074392524|2020.94896452|-6.75049725909
30,VALID_CAMPAIGN,NEAR_SINGULARITY,5456809778030520889,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,93,true,true,1.51647895653e-08,false,false,false,false,0,3.22653593654,753833,3.35084193475e-07|-5.08916496103e-07|5.34856128092e-08
30,VALID_CAMPAIGN,NEAR_SINGULARITY,5456809778030520889,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,15,true,false,8.67048520892e-07,false,true,false,true,0,NaN,8708,-213.761055285|2029.69391486|-6.28318525370
31,VALID_CAMPAIGN,MICRO_MOTION,-7249882195781828972,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,1,true,true,4.50456028959e-07,false,false,false,false,0,NaN,25667,3.35084193475e-07|-5.08916496103e-07|5.34856128092e-08
31,VALID_CAMPAIGN,MICRO_MOTION,-7249882195781828972,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,1,true,false,9.64038388084e-07,false,true,false,true,0,NaN,500,-213.761055285|2029.69391486|-6.28318525370
32,VALID_CAMPAIGN,UNIFORM,4065497326862416993,3,AUTO,-0.106264357857,0.374894344876,0.374678218023,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,85,true,true,0.109950636302,false,false,false,false,0,58.1723641261,683750,3.14159265359|-2.37265523027|0.789637416469
32,VALID_CAMPAIGN,UNIFORM,4065497326862416993,3,AUTO,-0.106264357857,0.374894344876,0.374678218023,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,11,true,false,1.01961886211e-10,false,true,false,true,0,NaN,7084,-238.468815989|2069.76540122|-5.50816100732
33,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-8386788912984059163,3,AUTO,-0.348352548809,0.0303651238838,0.0217902565965,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,7,true,true,0.610941856915,false,false,false,false,0,3.87591594835,16542,3.14159265359|-2.37713844122|0.653540824819
33,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-8386788912984059163,3,AUTO,-0.348352548809,0.0303651238838,0.0217902565965,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,7,true,false,7.98615274589e-09,false,true,false,true,0,NaN,3500,-240.143307606|2070.94529891|-6.75049725248
34,VALID_CAMPAIGN,NEAR_SINGULARITY,3605070359637557197,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,82,true,true,8.08532427298e-07,false,false,false,false,0,3.54574573980,145791,1.45639260817e-05|-2.46409234489e-05|5.36366563847e-08
34,VALID_CAMPAIGN,NEAR_SINGULARITY,3605070359637557197,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,13,true,false,7.26092339975e-07,false,true,false,true,0,NaN,7334,-257.610584497|2098.58387046|-6.28318525370
35,VALID_CAMPAIGN,MICRO_MOTION,-6723938814727924610,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,1,true,true,9.17542709961e-07,false,false,false,false,0,NaN,3625,1.45639260817e-05|-2.46409234489e-05|5.36366563847e-08
35,VALID_CAMPAIGN,MICRO_MOTION,-6723938814727924610,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,1,true,false,8.40196420737e-07,false,true,false,true,0,NaN,459,-257.610584497|2098.58387046|-6.28318525370
36,VALID_CAMPAIGN,UNIFORM,-171464261267195812,3,AUTO,-0.601717884916,0.142245797715,0.442613751875,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,271,true,true,0.168904535266,false,false,false,false,0,58.1598722963,486208,3.14159265359|-1.20941421370|1.97819096098
36,VALID_CAMPAIGN,UNIFORM,-171464261267195812,3,AUTO,-0.601717884916,0.142245797715,0.442613751875,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,6,true,false,2.70166297974e-07,false,true,false,true,0,NaN,2959,-224.247191743|2044.03145986|-5.11211983152
37,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-2343038078554072017,3,AUTO,-0.348352552625,0.0303650801085,0.0217902565965,GUARDED_PRODUCTION,false,false,NO_CONVERGENCE,STAGNATION_WINDOW_EXCEEDED,74,true,true,0.308207372107,false,false,false,false,0,9.42341904687,146875,2.74922150301|-2.37713844122|2.67428074637
37,VALID_CAMPAIGN,NEAR_JOINT_LIMIT,-2343038078554072017,3,AUTO,-0.348352552625,0.0303650801085,0.0217902565965,UNGUARDED_REFERENCE,true,false,CONVERGED_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,9,true,false,1.04752457855e-07,false,true,false,true,0,NaN,4916,-229.336262545|2039.65808900|-8.95746588046
38,VALID_CAMPAIGN,NEAR_SINGULARITY,6966473029547915779,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,GUARDED_PRODUCTION,true,true,SUCCESS_WITH_WARNING,NEAR_SINGULARITY_WARNING,131,true,true,4.69486115457e-09,false,false,false,false,0,13.0508362024,276167,-0.132739360903|0.225034405250|5.34856143195e-08
38,VALID_CAMPAIGN,NEAR_SINGULARITY,6966473029547915779,3,AUTO,1.20360000122,-0.0799999580359,0.160000016409,UNGUARDED_REFERENCE,false,false,MAX_ITERATIONS_UNCERTIFIED,NO_GUARDS_OR_FINAL_CERTIFICATION,800,true,false,0.918933042036,false,false,false,true,0,NaN,382208,-482.973031850|2115.81186147|-9.42477801438
39,VALID_CAMPAIGN,MICRO_MOTION,-6450830228365088167,3,AUTO,1.20360001345,-0.0799995383945,0.160000180503,GUARDED_PRODUCTION,true,true,SUCCESS,NONE,1,true,true,4.50633864643e-07,false,false,false,false,0,NaN,3750,-0.132739360903|0.225034405250|5.34856143195e-08
