seed,model,stage,stage_label,feature_count,train_rows,validation_rows,test_rows,held_out_robot,accuracy,balanced_accuracy,macro_f1,reachable_macro_f1,reachable_test_rows,log_loss,fit_seconds,inference_seconds
101,Logistic regression,baseline,Baseline,108,3833,667,1500,preset-02-revolute,0.16,0.43303760033798055,0.14721518601031525,0.039892020300183566,975,1.7497757439249138,0.02320816699648276,0.0005546250031329691
101,MLP-24,baseline,Baseline,108,3833,667,1500,preset-02-revolute,0.49666666666666665,0.48492711845872255,0.3386506232674087,0.2666034516437234,975,1.1203491432256336,0.4601300830254331,0.0005234580021351576
101,Logistic regression,context_10,+10 difficulty/reach,118,3833,667,1500,preset-02-revolute,0.0026666666666666666,0.3333333333333333,0.0017730496453900709,0.0027238678924072185,975,3.455731278200873,0.0669667919864878,0.0005194579716771841
101,MLP-24,context_10,+10 difficulty/reach,118,3833,667,1500,preset-02-revolute,0.5613333333333334,0.7096629815072762,0.4534756122407125,0.35700054678556664,975,1.3009449832676063,0.493360957945697,0.0005572920199483633
101,Logistic regression,context_20,+20 geometry/state,128,3833,667,1500,preset-02-revolute,0.0026666666666666666,0.3333333333333333,0.0017730496453900709,0.0027238678924072185,975,3.475541634686438,0.09111704101087525,0.00043220800580456853
101,MLP-24,context_20,+20 geometry/state,128,3833,667,1500,preset-02-revolute,0.658,0.526991387351663,0.4984064731898388,0.2758725153830706,975,1.0872083478865868,0.34710412501590326,0.00058637501206249
101,Logistic regression,context_22,+22 full context,130,3833,667,1500,preset-02-revolute,0.18733333333333332,0.4510941045218047,0.18221466725289395,0.016616667241372705,975,2.79755749502731,0.08855220797704533,0.0006029580254107714
101,MLP-24,context_22,+22 full context,130,3833,667,1500,preset-02-revolute,0.6006666666666667,0.5727853339380652,0.47489578772371993,0.2841857198608812,975,1.3711617821175515,0.5027635829756036,0.00060766696697101
102,Logistic regression,baseline,Baseline,108,3857,643,1500,preset-03-revolute,0.48,0.3905391273390739,0.3286279528699148,0.33828227481845513,982,1.1441678286600567,0.03025075001642108,0.0004905409878119826
102,MLP-24,baseline,Baseline,108,3857,643,1500,preset-03-revolute,0.7173333333333334,0.41037695366511867,0.4030469398122951,0.35748106764473886,982,1.371055120482942,0.6145007500308566,0.0005241659819148481
102,Logistic regression,context_10,+10 difficulty/reach,118,3857,643,1500,preset-03-revolute,0.658,0.5000762871065254,0.44504827560869614,0.3233388498087581,982,1.1372338895179954,0.06302933301776648,0.0004580829991027713
102,MLP-24,context_10,+10 difficulty/reach,118,3857,643,1500,preset-03-revolute,0.7746666666666666,0.4805801634451257,0.48472003528371665,0.44437527585093833,982,0.7610181432833989,0.3023890409967862,0.0006561669870279729
102,Logistic regression,context_20,+20 geometry/state,128,3857,643,1500,preset-03-revolute,0.664,0.5044580277875785,0.4492844893569609,0.3394810999432532,982,1.1931964243429498,0.09466633398551494,0.0005761249922215939
102,MLP-24,context_20,+20 geometry/state,128,3857,643,1500,preset-03-revolute,0.798,0.5650442942012264,0.5321438685924668,0.49147686058320034,982,0.9805967408003495,0.39215141703607515,0.0005447089788503945
102,Logistic regression,context_22,+22 full context,130,3857,643,1500,preset-03-revolute,0.7266666666666667,0.5432532000851872,0.4898818496522323,0.40738942518230803,982,1.1585814555524914,0.08642720902571455,0.00047454098239541054
102,MLP-24,context_22,+22 full context,130,3857,643,1500,preset-03-revolute,0.8,0.5505958340882579,0.5288249314507519,0.48625051924021,982,0.9755478535638009,0.47130262496648356,0.0005809160065837204
103,Logistic regression,baseline,Baseline,108,3806,694,1500,preset-04-prismatic,0.6533333333333333,0.3333333333333333,0.26344086021505375,0.3333333333333333,980,1.2458588142653537,0.010513166955206543,0.0004111669841222465
103,MLP-24,baseline,Baseline,108,3806,694,1500,preset-04-prismatic,0.3466666666666667,0.3333333333333333,0.1716171617161716,0.0,980,9.086720532494315,0.3207349579897709,0.000526290968991816
103,Logistic regression,context_10,+10 difficulty/reach,118,3806,694,1500,preset-04-prismatic,0.6533333333333333,0.3333333333333333,0.26344086021505375,0.3333333333333333,980,5.939470290828506,0.027563750045374036,0.0005043750279583037
103,MLP-24,context_10,+10 difficulty/reach,118,3806,694,1500,preset-04-prismatic,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,980,0.00020336494477376986,0.43076458404539153,0.0007656249799765646
103,Logistic regression,context_20,+20 geometry/state,128,3806,694,1500,preset-04-prismatic,0.22466666666666665,0.11823652537938252,0.13510666243070138,0.16602809706257982,980,2.2282020736425885,0.06841208302648738,0.000576250022277236
103,MLP-24,context_20,+20 geometry/state,128,3806,694,1500,preset-04-prismatic,0.972,0.6523809523809524,0.6464283947452452,0.3260340632603406,980,0.07970314529948076,0.29148741700919345,0.0005535419913940132
103,Logistic regression,context_22,+22 full context,130,3806,694,1500,preset-04-prismatic,0.3426666666666667,0.3294871794871795,0.17014233697451175,0.0,980,2.830574127806067,0.08952991699334234,0.0004498750204220414
103,MLP-24,context_22,+22 full context,130,3806,694,1500,preset-04-prismatic,0.356,0.33809523809523806,0.29948730037126525,0.009389671361502348,980,1.9129596689355204,0.260509708954487,0.0005930420011281967
104,Logistic regression,baseline,Baseline,108,3792,708,1500,preset-04-revolute,0.48333333333333334,0.23739358218729534,0.23125996810207336,0.2110116625983184,975,1.3973473530593805,0.023172750021331012,0.0003828330081887543
104,MLP-24,baseline,Baseline,108,3792,708,1500,preset-04-revolute,0.6146666666666667,0.302991519183059,0.2675529488432714,0.2185807879468317,975,3.0158534421121033,0.4345187500002794,0.0005162919987924397
104,Logistic regression,context_10,+10 difficulty/reach,118,3792,708,1500,preset-04-revolute,0.608,0.32775463510204966,0.3390173594287588,0.2675353233605661,975,0.8987033987328756,0.04911383299622685,0.00045354198664426804
104,MLP-24,context_10,+10 difficulty/reach,118,3792,708,1500,preset-04-revolute,0.518,0.2733548546630906,0.31851386940362797,0.24230047138592867,975,2.3211438502123727,0.5188207080354914,0.0005553750088438392
104,Logistic regression,context_20,+20 geometry/state,128,3792,708,1500,preset-04-revolute,0.668,0.42968476143116846,0.4388491933642597,0.3510552840597358,975,0.7219455207772864,0.056251499976497144,0.0003998749889433384
104,MLP-24,context_20,+20 geometry/state,128,3792,708,1500,preset-04-revolute,0.662,0.33425043545367344,0.29938288984406447,0.2488640009171199,975,2.970354456341698,0.37255579099291936,0.0005884580314159393
104,Logistic regression,context_22,+22 full context,130,3792,708,1500,preset-04-revolute,0.7293333333333333,0.48566195751711244,0.47441629408842517,0.39038021421268887,975,0.6019636539888221,0.06731062498874962,0.0004402089980430901
104,MLP-24,context_22,+22 full context,130,3792,708,1500,preset-04-revolute,0.7286666666666667,0.39357539394631086,0.3850819605214091,0.3409628423091176,975,0.823475144320825,0.4155035000294447,0.000567584007512778
105,Logistic regression,baseline,Baseline,108,3820,680,1500,preset-02-revolute,0.13133333333333333,0.4148711449091677,0.13009692737142445,0.007408858228209276,975,1.842416509364094,0.020405791990924627,0.00037112500285729766
105,MLP-24,baseline,Baseline,108,3820,680,1500,preset-02-revolute,0.494,0.48549121615040375,0.36732244910681083,0.3174581618473519,975,1.122732572951376,0.3731724999961443,0.0005422079702839255
105,Logistic regression,context_10,+10 difficulty/reach,118,3820,680,1500,preset-02-revolute,0.0026666666666666666,0.3333333333333333,0.0017730496453900709,0.0027238678924072185,975,3.8835436411845765,0.07916516700061038,0.0004194580251350999
105,MLP-24,context_10,+10 difficulty/reach,118,3820,680,1500,preset-02-revolute,0.49066666666666664,0.577755697894613,0.4245666099191278,0.2911967572161747,975,1.0750471629390745,0.3003634999622591,0.0005556669784709811
105,Logistic regression,context_20,+20 geometry/state,128,3820,680,1500,preset-02-revolute,0.0026666666666666666,0.3333333333333333,0.0017730496453900709,0.0027238678924072185,975,3.7125274255159773,0.07906920800451189,0.00041879096534103155
105,MLP-24,context_20,+20 geometry/state,128,3820,680,1500,preset-02-revolute,0.6546666666666666,0.4427031513580473,0.49166096761788974,0.3163541073727071,975,0.8627305401981742,0.3555612920317799,0.0006639999919570982
105,Logistic regression,context_22,+22 full context,130,3820,680,1500,preset-02-revolute,0.18066666666666667,0.4463793473317999,0.17302833038004495,0.007419498727207007,975,2.9990134719974217,0.07848387502599508,0.00041979202069342136
105,MLP-24,context_22,+22 full context,130,3820,680,1500,preset-02-revolute,0.38,0.49797172818857116,0.35131261504786293,0.19306378785427483,975,1.4743225027812206,0.3628564170212485,0.0005965419695712626
106,Logistic regression,baseline,Baseline,108,3880,620,1500,preset-03-revolute,0.4706666666666667,0.38493520363889494,0.32241618218513723,0.3362142009828843,982,1.1632247776709794,0.03638562501873821,0.0003910000086762011
106,MLP-24,baseline,Baseline,108,3880,620,1500,preset-03-revolute,0.7746666666666666,0.5269436524359427,0.5092050534068348,0.47380620177112104,982,1.0782266491500991,0.5363820420461707,0.0005292500136420131
106,Logistic regression,context_10,+10 difficulty/reach,118,3880,620,1500,preset-03-revolute,0.6546666666666666,0.4961268400291163,0.4425060923289526,0.32349067652876257,982,1.1660094905480605,0.05774750001728535,0.0004577080253511667
106,MLP-24,context_10,+10 difficulty/reach,118,3880,620,1500,preset-03-revolute,0.8153333333333334,0.543308826100362,0.5343133484523235,0.4974253188997708,982,0.9530894341149675,0.5261540000210516,0.0005553750088438392
106,Logistic regression,context_20,+20 geometry/state,128,3880,620,1500,preset-03-revolute,0.6666666666666666,0.5053448654009364,0.4508275716561861,0.344573587793562,982,1.2093035726661387,0.07823416695464402,0.0004887089598923922
106,MLP-24,context_20,+20 geometry/state,128,3880,620,1500,preset-03-revolute,0.7746666666666666,0.5660344372713374,0.5199569964460246,0.46111807259769894,982,1.08776136905955,0.40022329095518216,0.0005931250052526593
106,Logistic regression,context_22,+22 full context,130,3880,620,1500,preset-03-revolute,0.7313333333333333,0.5442369858964211,0.49244590672978666,0.4140794588318441,982,1.2192710945368024,0.07992445799754933,0.0004419999895617366
106,MLP-24,context_22,+22 full context,130,3880,620,1500,preset-03-revolute,0.8213333333333334,0.5590541670242625,0.5429544184993654,0.5115823073415413,982,1.0187404899550239,0.41515045799314976,0.0005679579917341471
107,Logistic regression,baseline,Baseline,108,3829,671,1500,preset-04-prismatic,0.6533333333333333,0.3333333333333333,0.26344086021505375,0.3333333333333333,980,1.2257393860741732,0.009997958957683295,0.0003901669988408685
107,MLP-24,baseline,Baseline,108,3829,671,1500,preset-04-prismatic,0.3433333333333333,0.3301282051282051,0.2178510998307953,0.0,980,6.362031837980183,0.3846614159992896,0.0005522079882211983
107,Logistic regression,context_10,+10 difficulty/reach,118,3829,671,1500,preset-04-prismatic,0.6533333333333333,0.3333333333333333,0.26344086021505375,0.3333333333333333,980,6.0401582194650185,0.035430833988357335,0.00045841699466109276
107,MLP-24,context_10,+10 difficulty/reach,118,3829,671,1500,preset-04-prismatic,0.994,0.6636054421768708,0.662269127138894,0.33179566034512215,980,0.014378931586550141,0.33726087503600866,0.0005404159892350435
107,Logistic regression,context_20,+20 geometry/state,128,3829,671,1500,preset-04-prismatic,0.114,0.05846415489272632,0.06978338402159441,0.09855072463768116,980,2.4062679479744093,0.06919529201695696,0.0004740840522572398
107,MLP-24,context_20,+20 geometry/state,128,3829,671,1500,preset-04-prismatic,0.3466666666666667,0.3333333333333333,0.1716171617161716,0.0,980,5.381386478193229,0.3234921249677427,0.0005369999562390149
107,Logistic regression,context_22,+22 full context,130,3829,671,1500,preset-04-prismatic,0.33466666666666667,0.3217948717948718,0.16716616716616717,0.0,980,3.0184790723347246,0.08696937497006729,0.00043958297464996576
107,MLP-24,context_22,+22 full context,130,3829,671,1500,preset-04-prismatic,0.8486666666666667,0.5211538461538462,0.5389973515647365,0.3333333333333333,980,0.7321461217705003,0.265780541987624,0.0005579580320045352
108,Logistic regression,baseline,Baseline,108,3831,669,1500,preset-04-revolute,0.48933333333333334,0.24034053700065486,0.2331268858186438,0.21322537112010798,975,1.4147162853492616,0.023060542007442564,0.00037454196717590094
108,MLP-24,baseline,Baseline,108,3831,669,1500,preset-04-revolute,0.6486666666666666,0.32478865891137937,0.28991598726146295,0.238745518759358,975,2.5823624483161796,0.48653841600753367,0.0005384999676607549
108,Logistic regression,context_10,+10 difficulty/reach,118,3831,669,1500,preset-04-revolute,0.6446666666666667,0.3464920504229539,0.3444774260832381,0.28181781413576346,975,0.8966627192839599,0.05386112502310425,0.0004360000020824373
108,MLP-24,context_10,+10 difficulty/reach,118,3831,669,1500,preset-04-revolute,0.7093333333333334,0.38298728013325833,0.373860357268247,0.3255838926608001,975,1.6489246842753191,0.528714666957967,0.0005266249645501375
108,Logistic regression,context_20,+20 geometry/state,128,3831,669,1500,preset-04-revolute,0.666,0.38646411617170323,0.39986422349246725,0.3321537219842305,975,0.7568636756594957,0.05497433297568932,0.0004146670107729733
108,MLP-24,context_20,+20 geometry/state,128,3831,669,1500,preset-04-revolute,0.5586666666666666,0.27839959565986516,0.27761133457504744,0.20834685243502882,975,2.3954227099700725,0.4100559580256231,0.0006563329952768981
108,Logistic regression,context_22,+22 full context,130,3831,669,1500,preset-04-revolute,0.7266666666666667,0.46432540685367396,0.4633848515273337,0.3902335632565233,975,0.5781782052128136,0.05792062502587214,0.00042158301221206784
108,MLP-24,context_22,+22 full context,130,3831,669,1500,preset-04-revolute,0.6986666666666667,0.4050575124929689,0.408194261455131,0.3480632163392207,975,1.0508683756197008,0.3200539170065895,0.000599374994635582
