seed,profile,candidate,model_kind,hidden_units,epoch,training_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_log_loss,elapsed_ms
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,12,0.16048100299998078,0.86925,0.8613319152754778,0.8683628441981562,0.30873990406007473,6112
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,13,0.15814305624332498,0.87025,0.8540047348546539,0.8665887516879072,0.30260460945300677,6608
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,14,0.15711024258688727,0.857625,0.8438775010849836,0.8542875843615514,0.3510390699659191,7106
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,15,0.1551674618828543,0.865375,0.8505453112534479,0.8630362007255276,0.31907238951953537,7604
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,16,0.15449822301174712,0.87475,0.8569230227923971,0.8706408618233762,0.29754151033206855,8090
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,17,0.15252141625005247,0.877625,0.8705493734732569,0.8773946286140987,0.2915228484316719,8579
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,18,0.15239813945358358,0.860875,0.835137157185296,0.852429497779473,0.32536153567429676,9067
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,19,0.15245120720403682,0.881375,0.8881833380331193,0.8839833620768539,0.2866371924611623,9557
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,20,0.1508995447714196,0.8765,0.8759652194399621,0.8779249678923894,0.295970892978885,10044
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,21,0.14928306365722419,0.884125,0.8888307561218274,0.8859632121849531,0.2737576756752753,10531
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,22,0.14924844982019833,0.87825,0.8765503336368665,0.879405467477422,0.3064121804915752,11019
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,23,0.14808638881329494,0.877375,0.8757013151025065,0.8784180606299513,0.29090957716624055,11506
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,24,0.1467999446851545,0.877875,0.8766876314068215,0.8782450895411936,0.2973948649379163,11996
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,25,0.1473369865265214,0.88525,0.8832314803119011,0.8863085202450534,0.2702219769865149,12482
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,26,0.1470456361309398,0.882125,0.8796658796886923,0.8825875941150304,0.27592712920953405,12972
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,27,0.14521850190697022,0.8765,0.8655388547937014,0.8745716433309623,0.29322875593673314,13460
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,28,0.14640479124804137,0.881625,0.8856885592655711,0.8838646525235673,0.2838973868126214,13951
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,29,0.14417203492215325,0.888875,0.890330759181694,0.8900460683251582,0.2641887325251999,14459
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,30,0.14502242996947348,0.88475,0.8770458674159477,0.8842167929366225,0.2739348827741659,14948
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,31,0.1448092401985927,0.890625,0.8945303007318778,0.8927674199994611,0.2610136972460772,15433
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,32,0.14365363314496438,0.8885,0.8967049328379,0.8916798297983934,0.27162074669946357,15934
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,33,0.1428822064144446,0.889875,0.8928367960025788,0.8920106769079322,0.2635455917521344,16430
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,34,0.14368660538886943,0.892375,0.8916452458371641,0.8931658201627739,0.2533799918152268,16929
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,35,0.1444109249509459,0.890875,0.8951963459353873,0.8926904641997474,0.26753073272858074,17425
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,36,0.14209663982859852,0.894375,0.9040170606886629,0.8977013341163095,0.26959255198070353,17925
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,37,0.14217656633312153,0.89625,0.9014282139338095,0.898297399654941,0.23809689230934647,18421
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,38,0.14165427452182883,0.892375,0.8963200527222083,0.8944290847397588,0.25163123213189514,18919
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,39,0.14206288497539435,0.89775,0.9066065796976407,0.9005328977366638,0.2584131203047668,19411
2604,CONTEXT_EXPANDED,compact-mlp-24,COMPACT_MLP,24,40,0.14064913119745726,0.88975,0.8939422842443573,0.891384972821661,0.26597929334180237,19907
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,1,0.33071403119779824,0.795125,0.7777101017283002,0.7883323204927887,0.42830315167480265,744
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,2,0.22982784253961644,0.816,0.7947178843088936,0.8078880985741422,0.39284357022835326,1398
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,3,0.20768504542514837,0.842,0.8192704760991839,0.834049609127387,0.3398683933104621,2048
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,4,0.19703499248929382,0.836,0.8031094182104822,0.8212296364496705,0.36169903934234127,2704
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,5,0.18865960650261235,0.864375,0.8579389207458145,0.8630521782611478,0.296287078311617,3362
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,6,0.18191399018896107,0.863375,0.855753629164066,0.8611367237133408,0.2947601217130924,4049
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,7,0.17437276953591932,0.86525,0.8596217741073291,0.8646315099533468,0.3038243119132646,4757
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,8,0.1714330331189241,0.87,0.8612707496681877,0.8681663247774245,0.2874343626926463,5404
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,9,0.16674682577065453,0.8665,0.8649267862733309,0.8667121755633777,0.30435531762207707,6055
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,10,0.16433738800675715,0.884,0.8825787317802917,0.8842162731707867,0.25678218642483885,6718
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,11,0.16179671797607448,0.886375,0.8830744171426311,0.8872023266334425,0.2578801686581465,7622
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,12,0.15893728414533956,0.890125,0.892355204005543,0.8909121969149129,0.2408803986235317,8317
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,13,0.15776183629575324,0.87975,0.8832335108225228,0.8812233982986112,0.273034387002396,9092
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,14,0.1563581614410309,0.88125,0.8737018226455574,0.8801306066398004,0.2735346894592897,10098
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,15,0.15600480325401678,0.8895,0.892662263039058,0.8905853019298027,0.2559544321315748,10934
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,16,0.15406991961500652,0.88575,0.8740174627015644,0.884643679953383,0.2615130684980786,11972
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,17,0.1528451567651057,0.87725,0.8865572201700435,0.8807561504503442,0.2891315389966826,12723
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,18,0.15236150521389027,0.881,0.8816938430067283,0.882250085399288,0.27843935552265786,13979
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,19,0.15087281376709505,0.8805,0.8799542636647937,0.8808010239297875,0.2725223761089192,14860
2604,CONTEXT_RESEARCH_V2,compact-mlp-24,COMPACT_MLP,24,20,0.14984395062119063,0.888625,0.8854821680839207,0.8877294678895896,0.26256200350411685,15715
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,1,0.6207660570407971,0.6835333333333333,0.7174648851743131,0.6895192514465941,0.6834764083912681,274
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,2,0.4003669514814885,0.7904666666666667,0.8083701156446796,0.7898163288336958,0.5414158562904884,633
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,3,0.31799390977294784,0.797,0.8090616756614181,0.7916842543580785,0.5004857443081405,878
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,4,0.29313500808183907,0.8118666666666666,0.8221607501161851,0.8092954802008682,0.5066455198303618,1101
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,5,0.28183659777919096,0.8244,0.8295736491283231,0.8211756127465875,0.49701586654904406,1386
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,6,0.27495838504988135,0.8212666666666667,0.8364965265107537,0.8212104978888776,0.5047972239009522,1634
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,7,0.2710515768486674,0.8243333333333334,0.8341210395135589,0.8221414198201376,0.47044814000108504,1847
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,8,0.2677763252196015,0.8179333333333333,0.8271418356393557,0.8152844428690815,0.490227178794692,2053
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,9,0.26446061801748627,0.827,0.8258326486058554,0.8193046134625979,0.4670861684629173,2254
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,10,0.26274418556470014,0.827,0.8356491051092402,0.8227919560103216,0.46720431841505505,2467
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,11,0.2595055371313541,0.8280666666666666,0.8299474091853706,0.8221764992840784,0.4591821573894767,2705
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,12,0.257974833765269,0.8296,0.8410830494720306,0.8293540558950755,0.4768545678223554,2955
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,13,0.2566069483415199,0.8327333333333333,0.8360056958757491,0.8277571203761148,0.467097818868645,3212
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,14,0.2550887578070221,0.8344,0.842735171902469,0.8317786032198123,0.4507544469708402,3472
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,15,0.25241556928928666,0.8286,0.8354242055611106,0.8257782547510727,0.46704918556259817,3754
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,16,0.2508420352868864,0.8412666666666667,0.8384052575908975,0.8339896305061657,0.42625895736259856,4044
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,17,0.24866045919529722,0.8350666666666666,0.8415987592173652,0.8307582011581248,0.437597238037484,4267
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,18,0.24784237143574506,0.8346666666666667,0.8457556382407025,0.8314391858881517,0.4449367837306319,4496
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,19,0.2464540666303067,0.8340666666666666,0.8489147566486276,0.833394881048379,0.43870613325555186,4712
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,20,0.24535635342764361,0.8422666666666667,0.8491970780391528,0.8390361195723215,0.43073208475465496,4935
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,21,0.24421120213031272,0.844,0.8535194334032722,0.8419076767348388,0.4180272001369774,5186
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,22,0.24366204723356125,0.8385333333333334,0.8513495606182969,0.8386455382852357,0.45060814932252957,5442
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,23,0.2438455414531909,0.8321333333333333,0.8477303754183639,0.8326781804616042,0.4564228483256241,5655
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,24,0.24147626015221352,0.8417333333333333,0.8435754769674109,0.8367739234971466,0.4240781012547004,5915
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,25,0.24043746065163096,0.8410666666666666,0.8531792021417095,0.8405475720456526,0.44789572507823117,6188
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,26,0.23966397111299542,0.8335333333333333,0.8426728444370203,0.8308151894736708,0.44449030861099204,6463
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,27,0.2395589921618072,0.8376666666666667,0.8407419437751379,0.8336883485973354,0.44572905639407334,6746
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,28,0.2383117691385577,0.8362666666666667,0.8428478602976391,0.8335535390587813,0.44128188224114934,6990
2605,BASELINE_KINEMATICS,compact-mlp-24,COMPACT_MLP,24,29,0.2378580127282088,0.834,0.8342222286090747,0.8282525688267613,0.4346863902650266,7250
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,1,0.41169352014235466,0.8202,0.8389053059887885,0.8235690524517375,0.4714987947749273,279
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,2,0.26855675325289896,0.8539333333333333,0.8637586030116932,0.8542506557422765,0.3752474259789408,462
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,3,0.23528897952863123,0.8575333333333334,0.8706283352799368,0.8580213816370788,0.3533497450235669,708
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,4,0.2232318958620652,0.8698666666666667,0.8671499690060434,0.8677424993856618,0.3127999757787923,885
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,5,0.2155154135596599,0.8723333333333333,0.8667189880096206,0.8692053886209997,0.29491077200445387,1067
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,6,0.2116179144411443,0.8703333333333333,0.8785339000203405,0.8702087898885787,0.29822784736199,1243
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,7,0.20840032790801766,0.8734666666666666,0.8799903595705737,0.8732395032642275,0.29411680264183504,1421
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,8,0.20476115422496194,0.8754666666666666,0.8793776581891373,0.8749175813994404,0.28287991862710277,1598
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,9,0.20240472029564616,0.8764666666666666,0.8787916440452137,0.8757448704798513,0.28944618018681506,1775
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,10,0.19985393510933894,0.8802666666666666,0.8846807172865147,0.8801959644672136,0.27816802158918874,1952
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,11,0.1965047521448683,0.8759333333333333,0.8884518135128848,0.8776143579993141,0.2797540461681354,2143
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,12,0.1952856816311157,0.8791333333333333,0.8779990065610486,0.8781399351178888,0.279716266659029,2326
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,13,0.19301561633361586,0.8822,0.8877314956310226,0.882295906930748,0.26941018761612784,2509
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,14,0.19127110582807436,0.8816,0.8933067192709703,0.8829884381139089,0.25894834325013005,2712
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,15,0.18954653358579793,0.8855333333333333,0.8891830103139527,0.8851828505565672,0.2522743761008719,2899
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,16,0.18723481093201316,0.8870666666666667,0.8854061548217667,0.8853845319350668,0.2526904620278272,3075
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,17,0.1868677260116398,0.8856666666666667,0.8888814343862211,0.8853178400362495,0.2509062192706531,3253
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,18,0.18508596898852203,0.8862666666666666,0.8795092586408448,0.8836296175031864,0.2481649731189045,3431
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,19,0.18390931356519016,0.8874,0.889223787086371,0.8865783402119845,0.24950362087455136,3608
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,20,0.1826327690997526,0.8910666666666667,0.8896187476216797,0.889548550456524,0.24557160591368946,3784
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,21,0.18152278997383042,0.8887333333333334,0.8948133726989385,0.888606932524155,0.24827456055244068,3961
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,22,0.18015934846933,0.8950666666666667,0.8947843162103167,0.8929069174098555,0.2373309084216057,4137
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,23,0.17963833242703828,0.8918,0.9031614162436786,0.8923953798698729,0.23992464012004014,4312
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,24,0.17923686595697907,0.8936666666666667,0.8918329957620516,0.8919154452157793,0.2395578486828137,4488
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,25,0.17839150969464118,0.8938,0.8909730743784081,0.8917295269729156,0.23614416129788737,4663
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,26,0.17799459570160184,0.8924666666666666,0.8996844086011314,0.8920833694993813,0.23957658052365005,4838
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,27,0.17802252398408286,0.8944666666666666,0.8934201689816409,0.8926044978627526,0.23789652361847688,5014
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,28,0.17762425414706615,0.8915333333333333,0.8955858835514522,0.8911108140892248,0.24409982011594908,5190
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,29,0.1769294786789647,0.8939333333333334,0.8903061494921037,0.8915161141795004,0.23686131622851142,5367
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,30,0.17538773914809838,0.8966666666666666,0.897259340441399,0.8946319800474712,0.23563283816939173,5555
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,31,0.17559822258851654,0.8961333333333333,0.898672087382114,0.8949029061302572,0.23147290410084304,5732
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,32,0.1757464409355073,0.8956666666666667,0.9009918305843246,0.8950739232503793,0.2312141774490295,5909
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,33,0.17599649312554924,0.8994666666666666,0.8967019448569866,0.8969811240618237,0.22712378702801636,6088
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,34,0.17539475090077944,0.8961333333333333,0.897732001883684,0.8946541678012555,0.23064575383724747,6264
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,35,0.17455481881295487,0.8906,0.8951710773366025,0.8902807703234955,0.24406529078863562,6441
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,36,0.17463549318952437,0.8991333333333333,0.9049803798197557,0.8983501181345992,0.22794125859444364,6618
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,37,0.17436025289624293,0.8954666666666666,0.9019131411286437,0.8949036952868076,0.24051134885942294,6794
2605,CONTEXT_ENHANCED,compact-mlp-24,COMPACT_MLP,24,38,0.17380325694769436,0.8998,0.8991184133622454,0.8978499791859985,0.22462811347945083,6970
