family,trial,state,macro_f1_mean,macro_f1_std,log_loss_mean,duration_seconds,params_json
catboost,9,COMPLETE,0.8926110832246438,0.01686603524161538,0.23233388572577177,81.131242,"{""depth"": 6, ""iterations"": 700, ""l2"": 0.29327369939529446, ""learning_rate"": 0.01707863410134167, ""random_strength"": 0.7409544949835938}"
catboost,10,COMPLETE,0.9049023767497725,0.013288284841581921,0.21876195958839784,190.658594,"{""depth"": 10, ""iterations"": 350, ""l2"": 0.8925270344060404, ""learning_rate"": 0.025216040706816337, ""random_strength"": 0.002414392429793701}"
catboost,11,COMPLETE,0.8936373768249292,0.02400331402568862,0.23585850553838472,141.95466,"{""depth"": 10, ""iterations"": 250, ""l2"": 4.080491855950362, ""learning_rate"": 0.054191874324186935, ""random_strength"": 0.9764276093584741}"
hist_gradient_boosting,0,COMPLETE,0.9027897182524116,0.008012651545724343,0.22785488188769673,41.192932,"{""iterations"": 150, ""l2"": 3.7667217037045255e-06, ""learning_rate"": 0.11925847712276454, ""max_leaf_nodes"": 55, ""min_samples_leaf"": 50}"
hist_gradient_boosting,1,COMPLETE,0.8960571366742859,0.028396774004540538,0.23614295150559306,109.296574,"{""iterations"": 200, ""l2"": 0.04199802514561457, ""learning_rate"": 0.016112305389602313, ""max_leaf_nodes"": 110, ""min_samples_leaf"": 31}"
hist_gradient_boosting,2,COMPLETE,0.9024683020779648,0.012043429282642277,0.2345682734804393,60.574125,"{""iterations"": 600, ""l2"": 0.005967393469337372, ""learning_rate"": 0.04877411941064547, ""max_leaf_nodes"": 106, ""min_samples_leaf"": 33}"
hist_gradient_boosting,3,COMPLETE,0.9022711966038739,0.009349036039333292,0.22592902039391105,21.304422,"{""iterations"": 600, ""l2"": 0.0033854702573647044, ""learning_rate"": 0.0670632427817831, ""max_leaf_nodes"": 55, ""min_samples_leaf"": 49}"
hist_gradient_boosting,4,COMPLETE,0.9002743045622412,0.022081337444752814,0.23681315369560788,54.0589,"{""iterations"": 200, ""l2"": 2.241300313846418e-06, ""learning_rate"": 0.030726678169499064, ""max_leaf_nodes"": 124, ""min_samples_leaf"": 28}"
hist_gradient_boosting,5,COMPLETE,0.9035944375775323,0.009348868658437155,0.22875391416344726,24.737731,"{""iterations"": 350, ""l2"": 0.0002165252251337676, ""learning_rate"": 0.06751304648413119, ""max_leaf_nodes"": 64, ""min_samples_leaf"": 45}"
hist_gradient_boosting,6,COMPLETE,0.9019072741261297,0.010423744052256158,0.23995804775200247,16.080532,"{""iterations"": 350, ""l2"": 0.027634221449771457, ""learning_rate"": 0.12789377383521472, ""max_leaf_nodes"": 67, ""min_samples_leaf"": 60}"
hist_gradient_boosting,7,COMPLETE,0.8952309625865883,0.02591182886220728,0.2466483657074814,29.621972,"{""iterations"": 250, ""l2"": 1.1839251365279013e-05, ""learning_rate"": 0.07763564830392194, ""max_leaf_nodes"": 121, ""min_samples_leaf"": 41}"
hist_gradient_boosting,8,COMPLETE,0.8999187431771328,0.011086000165486526,0.24085978682765366,17.741853,"{""iterations"": 150, ""l2"": 1.6634657918511107e-05, ""learning_rate"": 0.1505789404799682, ""max_leaf_nodes"": 67, ""min_samples_leaf"": 54}"
hist_gradient_boosting,9,COMPLETE,0.9004048440837842,0.011641463182440649,0.22992178241720004,22.391917,"{""iterations"": 600, ""l2"": 2.635878291779135e-06, ""learning_rate"": 0.06556617623140502, ""max_leaf_nodes"": 32, ""min_samples_leaf"": 35}"
hist_gradient_boosting,10,COMPLETE,0.902661814399586,0.008866000755863484,0.22317211594799805,56.76916,"{""iterations"": 550, ""l2"": 1.9776422779202694e-05, ""learning_rate"": 0.01665904840848425, ""max_leaf_nodes"": 53, ""min_samples_leaf"": 59}"
hist_gradient_boosting,11,COMPLETE,0.8967359684092319,0.018936331972761396,0.24266397582415702,14.695763,"{""iterations"": 350, ""l2"": 6.958002007260996e-06, ""learning_rate"": 0.14560641997769674, ""max_leaf_nodes"": 55, ""min_samples_leaf"": 21}"
extra_trees,0,COMPLETE,0.8848908125301267,0.012786801033261904,0.24317015705160708,75.72193,"{""estimators"": 500, ""max_depth"": 18, ""max_features"": 0.7850465406380842, ""min_samples_leaf"": 4}"
extra_trees,1,COMPLETE,0.8801206007411744,0.011053360075328627,0.25738585869976727,21.891596,"{""estimators"": 250, ""max_depth"": 24, ""max_features"": 0.40566530477813323, ""min_samples_leaf"": 4}"
extra_trees,2,COMPLETE,0.8674655607891428,0.015555400804331574,0.2713525933619901,47.386231,"{""estimators"": 500, ""max_depth"": 12, ""max_features"": 0.5456575813228837, ""min_samples_leaf"": 7}"
extra_trees,3,COMPLETE,0.8727632249653176,0.013198216322751257,0.26804478919496993,45.395976,"{""estimators"": 550, ""max_depth"": 24, ""max_features"": 0.4303770187322803, ""min_samples_leaf"": 10}"
extra_trees,4,COMPLETE,0.8766581193382884,0.013780142695367075,0.25508835512336275,72.353647,"{""estimators"": 650, ""max_depth"": 24, ""max_features"": 0.5881103762851513, ""min_samples_leaf"": 8}"
extra_trees,5,COMPLETE,0.8853789543395948,0.013293111135259638,0.24067426109165435,104.227141,"{""estimators"": 650, ""max_depth"": 18, ""max_features"": 0.866070584813595, ""min_samples_leaf"": 4}"
extra_trees,6,COMPLETE,0.8786053999199132,0.013255165988460318,0.251326830264189,38.357104,"{""estimators"": 300, ""max_depth"": 18, ""max_features"": 0.6827151206276274, ""min_samples_leaf"": 7}"
extra_trees,7,COMPLETE,0.8783854901683107,0.012016458082740185,0.25653329737235914,44.132604,"{""estimators"": 450, ""max_depth"": 32, ""max_features"": 0.4814061060278444, ""min_samples_leaf"": 6}"
extra_trees,8,COMPLETE,0.8734409596584012,0.01621893269516681,0.25759317570606477,46.496137,"{""estimators"": 350, ""max_depth"": 12, ""max_features"": 0.8813722387830094, ""min_samples_leaf"": 7}"
extra_trees,9,COMPLETE,0.8875985349474158,0.010855445897215397,0.24468245848345072,57.475898,"{""estimators"": 450, ""max_depth"": 18, ""max_features"": 0.6219749941454449, ""min_samples_leaf"": 1}"
extra_trees,10,COMPLETE,0.8775115736207768,0.013980034903720132,0.2530833363536033,30.5717,"{""estimators"": 250, ""max_depth"": 18, ""max_features"": 0.6271912316423716, ""min_samples_leaf"": 7}"
extra_trees,11,COMPLETE,0.888161488723338,0.00992142444490175,0.2454841462210993,44.957615,"{""estimators"": 400, ""max_depth"": 18, ""max_features"": 0.5861159870210094, ""min_samples_leaf"": 1}"
random_forest,0,COMPLETE,0.8885372683951588,0.016028676127804516,0.23656269886384315,165.020437,"{""estimators"": 650, ""max_depth"": 24, ""max_features"": 0.5928057582212045, ""min_samples_leaf"": 7}"
random_forest,1,COMPLETE,0.8872673947593482,0.016425698393510966,0.2397581246155235,63.124708,"{""estimators"": 300, ""max_depth"": null, ""max_features"": 0.520821158904207, ""min_samples_leaf"": 9}"
random_forest,2,COMPLETE,0.8813210423621802,0.01617126412645442,0.24497533026189341,123.510328,"{""estimators"": 550, ""max_depth"": 12, ""max_features"": 0.570582142144404, ""min_samples_leaf"": 2}"
random_forest,3,COMPLETE,0.8917376464375266,0.015711492949557492,0.23547044629935854,252.836622,"{""estimators"": 650, ""max_depth"": null, ""max_features"": 0.8907785576244803, ""min_samples_leaf"": 4}"
random_forest,4,COMPLETE,0.8915534088877263,0.015116278136416889,0.23356486077693053,140.761099,"{""estimators"": 400, ""max_depth"": 18, ""max_features"": 0.7781828355185479, ""min_samples_leaf"": 3}"
random_forest,5,COMPLETE,0.8917173412506125,0.013948883909232063,0.232664979478433,63.420571,"{""estimators"": 200, ""max_depth"": null, ""max_features"": 0.7335311813941789, ""min_samples_leaf"": 3}"
random_forest,6,COMPLETE,0.8781609542386187,0.017460284133061433,0.25428476218504387,100.383755,"{""estimators"": 700, ""max_depth"": 12, ""max_features"": 0.3979599309322686, ""min_samples_leaf"": 8}"
