seed,model,stage,stage_label,feature_count,train_rows,validation_rows,test_rows,held_out_robot,accuracy,balanced_accuracy,macro_f1,reachable_macro_f1,reachable_test_rows,log_loss,fit_seconds,inference_seconds
101,Logistic regression,baseline,Baseline,108,4453,797,1750,preset-02-revolute,0.15085714285714286,0.4272300469483568,0.1439067475274818,0.02286465043565052,1138,1.7424319538169983,0.01954633300192654,0.0005543329752981663
101,MLP-24,baseline,Baseline,108,4453,797,1750,preset-02-revolute,0.49714285714285716,0.40216748351278503,0.3260363070820587,0.24952590518607567,1138,1.0996376236659133,0.34572083299281076,0.0007957499474287033
101,Logistic regression,context_10,+10 difficulty/reach,118,4453,797,1750,preset-02-revolute,0.002285714285714286,0.3333333333333333,0.0015203344735841885,0.002335084646818447,1138,3.333204621335294,0.08915658300975338,0.0006668329588137567
101,MLP-24,context_10,+10 difficulty/reach,118,4453,797,1750,preset-02-revolute,0.7091428571428572,0.5658583554164819,0.4867119881686197,0.37679541032462555,1138,1.3472971969908565,0.9709222079836763,0.0006378749967552722
101,Logistic regression,context_20,+20 geometry/state,128,4453,797,1750,preset-02-revolute,0.002285714285714286,0.3333333333333333,0.0015203344735841885,0.002335084646818447,1138,3.376987505730089,0.1080498339724727,0.00078691600356251
101,MLP-24,context_20,+20 geometry/state,128,4453,797,1750,preset-02-revolute,0.6834285714285714,0.5439463431052088,0.5060356331562597,0.27065310463597075,1138,1.2629426850075776,0.44616112497169524,0.0006792499916628003
101,Logistic regression,context_22,+22 full context,130,4453,797,1750,preset-02-revolute,0.188,0.4514502035423433,0.182160228274148,0.015862433862433863,1138,2.903311420087054,0.10661904199514538,0.0005010419990867376
101,MLP-24,context_22,+22 full context,130,4453,797,1750,preset-02-revolute,0.58,0.6439098340549575,0.4462851193047738,0.2730573916990553,1138,1.4172538772509142,0.48684374999720603,0.0007150830351747572
102,Logistic regression,baseline,Baseline,108,4476,774,1750,preset-03-revolute,0.47485714285714287,0.38741436697348525,0.32522918772415027,0.3398666296835633,1145,1.1330191431967627,0.033693416975438595,0.00042799999937415123
102,MLP-24,baseline,Baseline,108,4476,774,1750,preset-03-revolute,0.7177142857142857,0.42546275812808876,0.422026011195729,0.3743138072406365,1145,1.0218696417619482,0.3099542499985546,0.0006186669925227761
